frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase
219,6.034,24.051,41.6,17008,73607,0,16969,12917,0,0,43,30.00,16.50,18.00,144.8,spin_360
220,6.058,24.615,40.6,17000,73564,0,16961,12909,0,0,43,30.00,16.50,18.00,145.4,spin_360
221,6.083,24.633,40.6,17004,73580,0,16965,12912,0,0,43,30.00,16.50,18.00,146.0,spin_360
222,6.107,24.511,40.8,17007,73595,0,16968,12915,0,0,43,30.00,16.50,18.00,146.6,spin_360
223,6.132,24.638,40.6,17004,73577,0,16965,12912,0,0,43,30.00,16.50,18.00,147.2,spin_360
224,6.156,24.532,40.8,17021,73652,0,16982,12928,0,0,43,30.00,16.50,18.00,147.8,spin_360
225,6.181,24.878,40.2,17044,73731,0,17005,12941,0,0,43,30.00,16.50,18.00,148.3,spin_360
226,6.206,30.802,32.5,17047,73736,0,17008,12943,0,0,43,30.00,16.50,18.00,148.9,spin_360
227,6.237,25.290,39.5,17074,73881,0,17035,12974,0,0,43,30.00,16.50,18.00,149.7,spin_360
228,6.262,24.852,40.2,17088,73948,0,17049,12988,0,0,43,30.00,16.50,18.00,150.3,spin_360
229,6.287,24.957,40.1,17089,73929,0,17050,12983,0,0,43,30.00,16.50,18.00,150.9,spin_360
230,6.312,25.006,40.0,17102,73992,0,17063,12994,0,0,43,30.00,16.50,18.00,151.5,spin_360
231,6.337,28.530,35.1,17124,74097,0,17085,13014,0,0,43,30.00,16.50,18.00,152.1,spin_360
232,6.365,25.271,39.6,17163,74281,0,17124,13049,0,0,43,30.00,16.50,18.00,152.8,spin_360
233,6.391,26.008,38.4,17192,74419,0,17153,13075,0,0,43,30.00,16.50,18.00,153.4,spin_360
234,6.417,38.763,25.8,17209,74505,0,17170,13090,0,0,43,30.00,16.50,18.00,154.0,spin_360
235,6.455,32.762,30.5,17267,74778,0,17228,13140,0,0,43,30.00,16.50,18.00,154.9,spin_360
236,6.488,28.170,35.5,17315,75018,0,17276,13183,0,0,43,30.00,16.50,18.00,155.7,spin_360
237,6.516,32.515,30.8,17346,75172,0,17307,13213,0,0,43,30.00,16.50,18.00,156.4,spin_360
238,6.549,32.465,30.8,17376,75305,0,17337,13241,0,0,43,30.00,16.50,18.00,157.2,spin_360
239,6.581,32.428,30.8,17415,75489,0,17376,13276,0,0,43,30.00,16.50,18.00,158.0,spin_360
240,6.614,25.283,39.6,17436,75584,0,17397,13296,0,0,43,30.00,16.50,18.00,158.7,spin_360
