frame,t,ms,fps,draws,uniforms,lookups,vao,tex,dcTerrain,dcObjects,dcHUD,camx,camy,camz,yaw,phase,msTerrain,msObjects,msHUD,msSwap,colTested,colCulledDist,blkTested,blkAir,blkOccluded,blkFrustum,blkDrawn,dcBlocks,dcTrees,dcTorches,dcRuins,nTrees,nTorch,msTopScan
121,5.096,40.242,24.8,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.473,0.126,0.110,0.296,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.028
122,5.136,42.694,23.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.025,0.124,0.084,0.260,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.021
123,5.179,48.358,20.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,47.467,0.136,0.098,0.437,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
124,5.228,44.943,22.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,44.169,0.127,0.086,0.283,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.019
125,5.273,42.476,23.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,41.819,0.121,0.081,0.246,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
126,5.315,40.459,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.657,0.131,0.095,0.268,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
127,5.355,42.531,23.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.733,0.130,0.087,0.272,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.041
128,5.398,41.359,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.684,0.125,0.082,0.251,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
129,5.439,39.925,25.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.206,0.128,0.083,0.305,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.026
130,5.479,40.583,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.830,0.125,0.084,0.251,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
131,5.520,40.686,24.6,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.855,0.124,0.083,0.279,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.024
132,5.561,43.655,22.9,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.686,0.132,0.086,0.362,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.022
133,5.604,41.631,24.0,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.671,0.230,0.186,0.267,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.027
134,5.646,40.542,24.7,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.840,0.125,0.083,0.262,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.025
135,5.686,42.836,23.3,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,42.118,0.131,0.084,0.281,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.045
136,5.729,40.790,24.5,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,39.925,0.126,0.082,0.257,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.029
137,5.770,45.000,22.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,42.066,0.124,0.090,0.252,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.033
138,5.815,40.966,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.202,0.128,0.095,0.290,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.037
139,5.856,40.900,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.137,0.127,0.085,0.271,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.016
140,5.897,40.992,24.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.244,0.146,0.095,0.265,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.031
141,5.938,41.393,24.2,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.604,0.131,0.091,0.328,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.038
142,5.979,42.800,23.4,84839,215369,215369,84800,14059,84356,376,43,3.03,25.33,7.13,-90.0,idle_spawn,40.085,0.127,0.086,0.257,32761,20666,162146,76018,36219,34779,15130,15130,65423,142,364,55,71,0.031
143,6.022,43.578,22.9,84840,215337,215337,84801,14018,84357,376,43,2.92,25.33,7.13,-88.1,spin_360,42.852,0.147,0.085,0.265,32761,20665,162171,76013,36236,34793,15129,15129,65423,144,364,55,72,0.019
144,6.066,40.599,24.6,85137,215872,215872,85098,13971,84654,376,43,2.81,25.33,7.12,-86.2,spin_360,39.882,0.120,0.094,0.291,32761,20674,162083,75936,36245,34776,15126,15126,65723,144,364,56,72,0.028
145,6.106,41.308,24.2,85182,216063,216063,85143,13977,84699,376,43,2.69,25.33,7.11,-84.2,spin_360,40.585,0.122,0.097,0.259,32761,20664,162243,75994,36294,34786,15169,15169,65723,146,364,56,73,0.043
146,6.148,41.304,24.2,85166,215973,215973,85127,13939,84683,376,43,2.59,25.33,7.10,-82.4,spin_360,40.589,0.121,0.089,0.275,32761,20668,162215,75966,36304,34792,15153,15153,65723,146,364,56,73,0.031
147,6.189,41.513,24.1,85158,215934,215934,85119,13929,84675,376,43,2.48,25.33,7.08,-80.6,spin_360,38.822,0.127,0.096,0.309,32761,20659,162356,76029,36341,34841,15145,15145,65723,146,364,56,73,0.024
148,6.231,40.966,24.4,85135,215830,215830,85096,13909,84652,376,43,2.37,25.33,7.07,-78.7,spin_360,40.210,0.133,0.090,0.297,32761,20669,162266,75954,36354,34838,15120,15120,65723,148,364,56,74,0.022
149,6.272,38.167,26.2,85090,215615,215615,85051,13868,84607,376,43,2.26,25.33,7.04,-76.8,spin_360,37.374,0.136,0.090,0.268,32761,20675,162224,75905,36377,34867,15075,15075,65723,148,364,56,74,0.032
150,6.310,37.232,26.9,85060,215466,215466,85021,13839,84577,376,43,2.16,25.33,7.02,-75.0,spin_360,36.448,0.147,0.088,0.281,32761,20675,162250,75900,36404,34901,15045,15045,65723,148,364,56,74,0.024
151,6.347,40.420,24.7,85036,215338,215338,84997,13816,84553,376,43,2.06,25.33,6.99,-73.3,spin_360,39.667,0.139,0.092,0.283,32761,20670,162347,75935,36442,34949,15021,15021,65723,148,364,56,74,0.037
152,6.387,38.014,26.3,84994,215113,215113,84955,13774,84511,376,43,1.96,25.33,6.96,-71.6,spin_360,37.127,0.140,0.096,0.316,32761,20669,162375,75933,36457,35006,14979,14979,65723,148,364,56,74,0.025
153,6.425,39.329,25.4,84947,214867,214867,84908,13728,84464,376,43,1.86,25.33,6.92,-69.8,spin_360,36.513,0.140,0.091,0.272,32761,20666,162458,75945,36507,35074,14932,14932,65723,148,364,56,74,0.040
154,6.465,38.849,25.7,84894,214600,214600,84855,13676,84411,376,43,1.77,25.33,6.89,-68.1,spin_360,37.792,0.140,0.134,0.446,32761,20660,162568,75985,36550,35154,14879,14879,65723,148,364,56,74,0.033
155,6.504,40.320,24.8,84838,214326,214326,84799,13620,84355,376,43,1.67,25.33,6.85,-66.3,spin_360,39.489,0.131,0.094,0.300,32761,20665,162529,75945,36563,35198,14823,14823,65723,148,364,56,74,0.021
156,6.544,37.114,26.9,84784,214049,214049,84745,13565,84301,376,43,1.58,25.33,6.80,-64.5,spin_360,36.359,0.127,0.084,0.328,32761,20672,162468,75886,36579,35234,14769,14769,65723,148,364,56,74,0.033
157,6.581,40.733,24.6,84734,213794,213794,84695,13516,84251,376,43,1.48,25.33,6.75,-62.7,spin_360,39.996,0.143,0.085,0.290,32761,20675,162478,75865,36614,35280,14719,14719,65723,148,364,56,74,0.022
158,6.622,38.540,25.9,84692,213591,213591,84653,13478,84209,376,43,1.40,25.33,6.71,-61.1,spin_360,37.619,0.142,0.097,0.333,32761,20669,162594,75907,36662,35348,14677,14677,65723,148,364,56,74,0.023
159,6.660,40.984,24.4,84655,213376,213376,84616,13421,84172,376,43,1.30,25.33,6.65,-59.2,spin_360,37.918,0.127,0.085,0.272,32761,20669,162623,75907,36688,35390,14638,14638,65723,150,364,56,75,0.027
160,6.701,38.818,25.8,84639,213249,213249,84600,13376,84156,376,43,1.21,25.33,6.60,-57.5,spin_360,37.990,0.131,0.093,0.267,32761,20678,162537,75844,36696,35375,14622,14622,65723,150,364,56,75,0.032
161,6.740,38.152,26.2,84611,213080,213080,84572,13329,84128,376,43,1.12,25.33,6.54,-55.6,spin_360,37.297,0.142,0.102,0.331,32761,20669,162697,75912,36750,35443,14592,14592,65723,152,364,56,76,0.037
162,6.778,38.744,25.8,84592,212946,212946,84553,13277,84109,376,43,1.04,25.33,6.48,-53.9,spin_360,37.983,0.138,0.086,0.301,32761,20664,162814,75952,36807,35482,14573,14573,65723,152,364,56,76,0.026
163,6.817,41.290,24.2,84597,212939,212939,84558,13250,84114,376,43,0.96,25.33,6.42,-52.2,spin_360,40.505,0.128,0.095,0.314,32761,20661,162902,75973,36859,35492,14578,14578,65723,152,364,56,76,0.033
164,6.858,37.881,26.4,84607,212944,212944,84568,13218,84124,376,43,0.88,25.33,6.36,-50.4,spin_360,36.985,0.140,0.101,0.329,32761,20663,162924,75959,36896,35481,14588,14588,65723,152,364,56,76,0.017
165,6.896,40.858,24.5,84939,213604,213604,84900,13197,84456,376,43,0.79,25.33,6.29,-48.6,spin_360,38.348,0.138,0.088,0.346,32761,20669,162887,75917,36922,35438,14610,14610,66033,152,364,57,76,0.032
166,6.937,42.296,23.6,84928,213518,213518,84889,13179,84445,376,43,0.72,25.33,6.22,-46.9,spin_360,41.502,0.136,0.086,0.326,32761,20672,162889,75896,36946,35448,14599,14599,66033,152,364,57,76,0.025
167,6.980,37.889,26.4,84889,213321,213321,84850,13144,84406,376,43,0.64,25.33,6.14,-45.0,spin_360,37.058,0.138,0.092,0.350,32761,20675,162899,75868,36984,35487,14560,14560,66033,152,364,57,76,0.029
168,7.017,39.251,25.5,84871,213247,213247,84832,13133,84388,376,43,0.56,25.33,6.06,-43.1,spin_360,38.406,0.134,0.099,0.331,32761,20674,162954,75873,37023,35516,14542,14542,66033,152,364,57,76,0.046
169,7.057,38.411,26.0,84852,213173,213173,84813,13127,84369,376,43,0.50,25.33,5.99,-41.4,spin_360,37.546,0.141,0.123,0.364,32761,20667,163071,75922,37063,35565,14521,14521,66033,154,364,57,77,0.028
170,7.095,38.089,26.3,84843,213121,213121,84804,13129,84360,376,43,0.43,25.33,5.91,-39.7,spin_360,37.311,0.133,0.095,0.298,32761,20661,163197,75974,37114,35597,14512,14512,66033,154,364,57,77,0.034
171,7.133,40.918,24.4,84832,213061,213061,84793,13131,84349,376,43,0.36,25.33,5.83,-37.9,spin_360,38.522,0.138,0.087,0.311,32761,20666,163169,75939,37138,35591,14501,14501,66033,154,364,57,77,0.038
172,7.174,77.276,12.9,84813,212962,212962,84774,13126,84330,376,43,0.30,25.33,5.75,-36.2,spin_360,76.506,0.134,0.090,0.298,32761,20665,163218,75946,37173,35617,14482,14482,66033,154,364,57,77,0.040
173,7.251,46.284,21.6,84798,212890,212890,84759,13123,84315,376,43,0.24,25.33,5.66,-34.4,spin_360,45.419,0.125,0.087,0.279,32761,20670,163213,75911,37217,35618,14467,14467,66033,154,364,57,77,0.036
174,7.298,37.404,26.7,84806,212910,212910,84767,13150,84323,376,43,0.13,25.33,5.49,-30.9,spin_360,36.542,0.130,0.086,0.278,32761,20665,163364,75951,37307,35631,14475,14475,66033,154,364,57,77,0.017
175,7.335,51.178,19.5,84777,212792,212792,84738,13142,84294,376,43,0.07,25.33,5.38,-28.8,spin_360,48.184,0.225,0.097,0.345,32761,20664,163442,75960,37365,35671,14446,14446,66033,154,364,57,77,0.019
176,7.386,53.689,18.6,84778,212781,212781,84739,13139,84295,376,43,0.02,25.33,5.29,-27.1,spin_360,52.909,0.128,0.085,0.304,32761,20670,163388,75922,37371,35648,14447,14447,66033,154,364,57,77,0.024
177,7.440,37.038,27.0,84798,212852,212852,84759,13133,84315,376,43,-0.04,25.33,5.17,-24.8,spin_360,36.275,0.130,0.090,0.303,32761,20662,163553,75988,37440,35658,14467,14467,66033,154,364,57,77,0.023
178,7.477,38.312,26.1,84806,212868,212868,84767,13108,84323,376,43,-0.09,25.33,5.04,-22.4,spin_360,37.576,0.134,0.087,0.306,32761,20667,163528,75955,37469,35629,14475,14475,66033,154,364,57,77,0.026
179,7.515,38.944,25.7,84825,212962,212962,84786,13117,84342,376,43,-0.13,25.33,4.95,-20.7,spin_360,38.236,0.131,0.087,0.297,32761,20661,163652,75997,37525,35636,14494,14494,66033,154,364,57,77,0.025
180,7.554,39.952,25.0,84828,212965,212965,84789,13108,84345,376,43,-0.17,25.33,4.85,-19.0,spin_360,36.626,0.143,0.093,0.787,32761,20668,163609,75955,37553,35604,14497,14497,66033,154,364,57,77,0.035
181,7.594,38.991,25.6,84810,212900,212900,84771,13115,84327,376,43,-0.20,25.33,4.75,-17.3,spin_360,38.013,0.225,0.090,0.368,32761,20672,163597,75927,37577,35614,14479,14479,66033,154,364,57,77,0.036
182,7.633,38.653,25.9,84783,212815,212815,84744,13141,84300,376,43,-0.23,25.33,4.65,-15.5,spin_360,37.866,0.133,0.093,0.303,32761,20670,163666,75945,37618,35651,14452,14452,66033,154,364,57,77,0.018
183,7.672,38.242,26.1,84760,212749,212749,84721,13170,84277,376,43,-0.25,25.33,4.55,-13.7,spin_360,37.433,0.126,0.085,0.251,32761,20672,163679,75943,37645,35662,14429,14429,66033,154,364,57,77,0.019
184,7.710,37.781,26.5,84728,212639,212639,84689,13200,84245,376,43,-0.28,25.33,4.45,-12.0,spin_360,37.064,0.131,0.086,0.253,32761,20672,163696,75945,37659,35695,14397,14397,66033,154,364,57,77,0.037
185,7.748,38.600,25.9,84709,212599,212599,84670,13233,84226,376,43,-0.30,25.33,4.35,-10.2,spin_360,37.406,0.149,0.092,0.753,32761,20668,163786,75975,37701,35732,14378,14378,66033,154,364,57,77,0.038
186,7.787,44.262,22.6,84691,212555,212555,84652,13267,84208,376,43,-0.31,25.33,4.25,-8.5,spin_360,41.447,0.148,0.087,0.497,32761,20667,163829,75989,37728,35752,14360,14360,66033,154,364,57,77,0.031
187,7.831,38.443,26.0,84644,212380,212380,84605,13277,84161,376,43,-0.33,25.33,4.15,-6.8,spin_360,37.576,0.142,0.096,0.384,32761,20662,163939,76029,37779,35818,14313,14313,66033,154,364,57,77,0.027
188,7.869,37.483,26.7,84608,212237,212237,84569,13284,84125,376,43,-0.34,25.33,4.03,-4.8,spin_360,36.691,0.147,0.086,0.341,32761,20673,163844,75959,37798,35810,14277,14277,66033,154,364,57,77,0.027
189,7.907,37.101,27.0,84608,212259,212259,84569,13297,84125,376,43,-0.34,25.33,3.93,-3.1,spin_360,36.306,0.135,0.092,0.305,32761,20675,163849,75950,37822,35800,14277,14277,66033,154,364,57,77,0.028
190,7.944,39.869,25.1,84614,212323,212323,84575,13322,84131,376,43,-0.35,25.33,3.83,-1.4,spin_360,39.053,0.145,0.089,0.283,32761,20668,163964,75999,37860,35822,14283,14283,66033,154,364,57,77,0.025
191,7.984,37.042,27.0,84598,212266,212266,84559,13320,84115,376,43,-0.35,25.33,3.73,0.3,spin_360,36.088,0.153,0.104,0.310,32761,20666,164014,76017,37885,35845,14267,14267,66033,154,364,57,77,0.028
192,8.021,38.946,25.7,84297,211709,211709,84258,13338,83814,376,43,-0.35,25.33,3.63,2.1,spin_360,35.897,0.153,0.107,0.368,32761,20669,163997,75998,37898,35825,14276,14276,65723,154,364,56,77,0.026
193,8.060,36.903,27.1,84274,211597,211597,84235,13336,83791,376,43,-0.34,25.33,3.53,3.7,spin_360,36.092,0.128,0.091,0.316,32761,20674,163957,75965,37907,35832,14253,14253,65723,154,364,56,77,0.041
194,8.097,37.002,27.0,84257,211524,211524,84218,13336,83774,376,43,-0.33,25.33,3.43,5.5,spin_360,36.057,0.126,0.098,0.418,32761,20669,164075,76002,37967,35868,14238,14238,65723,152,364,56,76,0.025
195,8.134,36.254,27.6,84284,211667,211667,84245,13386,83801,376,43,-0.32,25.33,3.33,7.1,spin_360,35.388,0.133,0.084,0.293,32761,20661,164204,76062,38006,35871,14265,14265,65723,152,364,56,76,0.018
196,8.170,41.446,24.1,84292,211728,211728,84253,13406,83809,376,43,-0.31,25.33,3.23,8.8,spin_360,40.582,0.136,0.088,0.313,32761,20667,164139,76028,38002,35836,14273,14273,65723,152,364,56,76,0.032
197,8.212,36.094,27.7,80798,204763,204763,80759,13425,80315,376,43,-0.29,25.33,3.14,10.4,spin_360,35.285,0.129,0.086,0.246,32761,20669,164138,76018,38019,35826,14275,14275,62229,150,364,55,75,0.028
198,8.248,46.621,21.4,80806,204847,204847,80767,13453,80323,376,43,-0.27,25.33,3.03,12.3,spin_360,43.837,0.241,0.126,0.310,32761,20673,164115,75997,38037,35798,14283,14283,62229,150,364,55,75,0.045
199,8.294,43.969,22.7,80787,204780,204780,80748,13456,80304,376,43,-0.25,25.33,2.94,13.9,spin_360,43.107,0.133,0.099,0.272,32761,20673,164112,75999,38033,35816,14264,14264,62229,150,364,55,75,0.024
200,8.338,35.159,28.4,80764,204682,204682,80725,13462,80281,376,43,-0.22,25.33,2.82,16.0,spin_360,34.315,0.129,0.090,0.281,32761,20668,164215,76041,38072,35861,14241,14241,62229,150,364,55,75,0.019
201,8.373,36.185,27.6,80721,204450,204450,80682,13444,80238,376,43,-0.18,25.33,2.70,18.0,spin_360,34.863,0.129,0.082,0.708,32761,20667,164247,76052,38092,35905,14198,14198,62229,150,364,55,75,0.023
202,8.410,36.912,27.1,80689,204285,204285,80650,13428,80206,376,43,-0.15,25.33,2.62,19.6,spin_360,36.137,0.133,0.096,0.252,32761,20665,164297,76066,38113,35952,14166,14166,62229,150,364,55,75,0.036
203,8.447,35.340,28.3,80651,204111,204111,80612,13409,80168,376,43,-0.12,25.33,2.53,21.2,spin_360,34.639,0.125,0.083,0.261,32761,20660,164387,76105,38149,36005,14128,14128,62229,150,364,55,75,0.017
204,8.482,36.814,27.2,80600,203859,203859,80561,13373,80117,376,43,-0.08,25.33,2.44,22.9,spin_360,34.571,0.135,0.093,0.257,32761,20667,164305,76067,38137,36024,14077,14077,62229,150,364,55,75,0.023
205,8.519,36.045,27.7,80587,203783,203783,80548,13376,80104,376,43,-0.05,25.33,2.35,24.5,spin_360,35.235,0.135,0.091,0.248,32761,20662,164385,76104,38160,36057,14064,14064,62229,150,364,55,75,0.029
206,8.555,35.126,28.5,80529,203488,203488,80490,13322,80046,376,43,-0.00,25.33,2.26,26.1,spin_360,34.281,0.125,0.101,0.267,32761,20674,164245,76024,38146,36069,14006,14006,62229,150,364,55,75,0.022
207,8.590,36.035,27.8,80497,203339,203339,80458,13289,80014,376,43,0.04,25.33,2.18,27.8,spin_360,35.010,0.242,0.157,0.375,32761,20663,164389,76106,38172,36137,13974,13974,62229,150,364,55,75,0.026
208,8.626,35.974,27.8,80492,203317,203317,80453,13284,80009,376,43,0.08,25.33,2.09,29.3,spin_360,35.165,0.128,0.084,0.254,32761,20665,164381,76094,38183,36135,13969,13969,62229,150,364,55,75,0.025
209,8.662,34.961,28.6,80471,203213,203213,80432,13267,79988,376,43,0.13,25.33,2.01,31.0,spin_360,34.254,0.133,0.103,0.261,32761,20663,164420,76115,38198,36159,13948,13948,62229,150,364,55,75,0.023
210,8.697,43.292,23.1,80443,203070,203070,80404,13239,79960,376,43,0.18,25.33,1.93,32.6,spin_360,40.289,0.217,0.088,0.334,32761,20665,164413,76100,38213,36180,13920,13920,62229,150,364,55,75,0.024
211,8.740,45.134,22.2,80412,202920,202920,80373,13210,79929,376,43,0.23,25.33,1.85,34.2,spin_360,44.443,0.126,0.087,0.251,32761,20674,164304,76046,38199,36170,13889,13889,62229,150,364,55,75,0.028
212,8.785,43.341,23.1,80369,202714,202714,80330,13191,79886,376,43,0.30,25.33,1.76,36.1,spin_360,42.529,0.137,0.094,0.321,32761,20664,164455,76117,38243,36249,13846,13846,62229,150,364,55,75,0.019
213,8.829,40.813,24.5,79841,201496,201496,79802,13174,79358,376,43,0.37,25.33,1.66,38.1,spin_360,39.932,0.241,0.128,0.282,32761,20667,164418,76099,38234,36307,13778,13778,61769,150,364,54,75,0.030
214,8.870,43.801,22.8,79778,201195,201195,79739,13146,79295,376,43,0.44,25.33,1.57,40.1,spin_360,42.841,0.264,0.111,0.342,32761,20662,164489,76137,38250,36387,13715,13715,61769,150,364,54,75,0.024
215,8.913,44.408,22.5,79721,200932,200932,79682,13128,79238,376,43,0.52,25.33,1.49,41.9,spin_360,41.562,0.231,0.157,0.341,32761,20669,164406,76080,38250,36416,13660,13660,61769,148,364,54,74,0.024
216,8.958,35.182,28.4,79669,200695,200695,79630,13117,79186,376,43,0.59,25.33,1.41,43.9,spin_360,34.338,0.126,0.088,0.273,32761,20669,164415,76080,38260,36467,13608,13608,61769,148,364,54,74,0.021
217,8.993,34.825,28.7,79608,200420,200420,79569,13107,79125,376,43,0.68,25.33,1.32,45.9,spin_360,33.754,0.130,0.099,0.345,32761,20672,164375,76058,38259,36511,13547,13547,61769,148,364,54,74,0.016
218,9.028,37.352,26.8,79597,200349,200349,79558,13098,79114,376,43,0.75,25.33,1.26,47.5,spin_360,36.539,0.135,0.090,0.288,32761,20673,164387,76057,38280,36514,13536,13536,61769,148,364,54,74,0.025
219,9.065,36.328,27.5,79597,200329,200329,79558,13093,79114,376,43,0.82,25.33,1.20,49.0,spin_360,35.586,0.124,0.084,0.289,32761,20666,164498,76102,38315,36545,13536,13536,61769,148,364,54,74,0.020
220,9.102,34.579,28.9,79607,200367,200367,79568,13103,79124,376,43,0.89,25.33,1.13,50.7,spin_360,33.879,0.134,0.081,0.268,32761,20665,164514,76115,38320,36533,13546,13546,61769,148,364,54,74,0.021
221,9.136,36.089,27.7,79596,200305,200305,79557,13091,79113,376,43,0.97,25.33,1.07,52.4,spin_360,33.527,0.131,0.088,0.259,32761,20664,164534,76111,38347,36541,13535,13535,61769,148,364,54,74,0.015
222,9.172,50.399,19.8,79600,200332,200332,79561,13093,79117,376,43,1.04,25.33,1.02,53.9,spin_360,49.662,0.129,0.093,0.280,32761,20665,164526,76103,38352,36532,13539,13539,61769,148,364,54,74,0.021
223,9.223,42.195,23.7,79617,200420,200420,79578,13107,79134,376,43,1.12,25.33,0.96,55.5,spin_360,41.404,0.154,0.090,0.298,32761,20673,164412,76044,38330,36482,13556,13556,61769,148,364,54,74,0.025
224,9.265,41.811,23.9,79631,200493,200493,79592,13120,79148,376,43,1.23,25.33,0.89,57.8,spin_360,41.038,0.130,0.095,0.312,32761,20672,164422,76050,38334,36466,13572,13572,61769,146,364,54,73,0.020
225,9.307,35.044,28.5,79638,200533,200533,79599,13126,79155,376,43,1.33,25.33,0.83,59.7,spin_360,34.175,0.130,0.111,0.305,32761,20666,164515,76091,38362,36483,13579,13579,61769,146,364,54,73,0.022
226,9.342,36.661,27.3,79667,200679,200679,79628,13152,79184,376,43,1.42,25.33,0.78,61.6,spin_360,33.643,0.129,0.091,0.289,32761,20669,164466,76052,38366,36438,13610,13610,61769,144,364,54,72,0.022
